,text,score,kelas,,,,,,,
273, pandemi bumi bumi menemukan vaksin nya corona virus bumi,-1,negatif,,,,,,,
274,gelow edan sih akhir vaksin ampuh sih entar ragu menangkal corona penyakit efek samping nya juta gelow edan cuy lol,-4,negatif,,,,,,,
275,omg korean ramai everland harini corona vaksin woii,-1,negatif,,,,,,,
276,vaksin corona teruji klinis dipesan jutaan dosis kejelasan vaksin aman jadikan rakyat kelinci percobaan perhatikan keselamatan keamanan rakyat,2,positif,,,,,,,
277,temuan survei masyarakat divaksinasi virus corona menolak bingung divaksin menolak bingung terserah,-5,negatif,,,,,,,
278, peluang kerja dibangun turki gue pemerintah memaksimalkan peluang mendorong perekonomian terpuruk posisi lebihbaik,2,positif,,,,,,,
279,masyarakat khawatir meragukan manfaat vaksin virus corona dikeluarkan pemerintah liburan sehat patuh prokes,-1,negatif,,,,,,,
280,guru kedokteran unpad vaksin corona china tidakberbahaya,1,positif,,,,,,,
281, ya pabrik farmasi inggris as safety record lebihbaik pendapat ,0,netral,,,,,,,
282, tergesa,0,netral,,,,,,,
283,perusahaan farmasi pfizer mengembangkan vaksin cacar berpengalaman pembuatan vaksin perusahaan negara ,0,netral,,,,,,,
284,vaksin corona sejati nya tida vaksin sesungguhnya diesetiap indipidu manusia nutrisi olah raga treated imun daya tubuh stabil,2,positif,,,,,,,
285,jakarta vaksin solusi utama terbebas pandemik covid opsi pemulihan ekonomi menunggu vaksin,1,positif,,,,,,,
286,perusahaan farmasi prancis vaksin corona harganya,0,netral,,,,,,,
287,juta warga kepulauan riau terima vaksin corona februari,1,positif,,,,,,,
288, orang menolak vaksin corona vaksin cepat vaksin corona ,0,netral,,,,,,,
289,warga tolak vaksin corona agama warga menolak vaksinya buatan,-1,negatif,,,,,,,
290,ribuan orang disuntik vaksin corona terjamin aman disuntik vaksin corona china terjamin aman lebihbaik lambat selamat,4,positif,,,,,,,
291,pakar imunisasi unpad vaksin corona aman dipakai,1,positif,,,,,,,
292, tidaksetuju vaksin dipakai menerus dipakai sertifikasi digital ditangan tatto obat covid warga ri menolak divaksin corona negara gencar edukasi masyarakat,-2,negatif,,,,,,,
293,janji manis vaksin corona,2,positif,,,,,,,
294,hoax menyebarkan kebohongan pembuktian mobil esemka terjual tidakada mobil esemka temui pembuktian namanya perdebatan vaksin corona mengandung babi diteliti bis ,-3,negatif,,,,,,,
295, corona berkeliaran bingung gue templokkin hilang lakukan protokol memakai masker mencuci tangan menjaga jarak menghindari kerumunan urusan vaksin entar ,-2,negatif,,,,,,,
296,waswas janji manis vaksin corona,1,positif,,,,,,,
297,bio farma respons vaksin corona polandia rp ribu,0,netral,,,,,,,
298,stafsus erick thohir buka vaksin corona masuk ri,0,netral,,,,,,,
299,mal diramal sulit ramai vaksin corona tersedia,0,netral,,,,,,,
300,lembaga ri vaksin corona eijkman tercepat,1,positif,,,,,,,
301,vaksin corona oxford diklaim picu kekebalan orang tua,0,netral,,,,,,,
302,jokowi menteri harga vaksin corona terjangkau,0,netral,,,,,,,
303,pemerintah subsidi harga vaksin berbayar corona,1,positif,,,,,,,
304,,0,netral,,,,,,,
305, tunggu vaksin ampuh corona lumpuh,-1,negatif,,,,,,,
306,bisnis com produksi vaksin corona moderna incaran moderna menerima us miliar pemerintah dunia ,1,positif,,,,,,,
307, vaksin corona dunia izin edar luas berpeluang emergency use authorization eua,1,positif,,,,,,,
308,mengomongkan menemukan vaksin corona teh,0,netral,,,,,,,
309,jujur sedih banget sih orang orang sih corona vaksin nya live music cuman merayakan halloween,1,positif,,,,,,,
310,serius berita mewajibkan vaksin corona nolak didenda juta ya,-1,negatif,,,,,,,
311,serius puskesmas perintah wajib vaksin corona ya nolak didenda jt,-1,negatif,,,,,,,
312,sabar menunggu corona buatkan vaksin ,0,netral,,,,,,,
313,op review pengorbanan yamato forshadow vaksin corona via,0,netral,,,,,,,
314, tengok lepas vaksin corona deh jumpa,-1,negatif,,,,,,,
315,optimisme ihwal vaksin virus corona covid presiden vaksin tersedia akhir ,1,positif,,,,,,,
316,vaksin corona januari akhir,0,netral,,,,,,,
317,vaksin corona sih pembuatnya ,0,netral,,,,,,,
318,vaksin corona adanyaaaa main atulah,0,netral,,,,,,,
319,bicara vaksin corona syarief hasan digratiskan ,0,netral,,,,,,,
320,bicara vaksin corona syarief hasan digratiskan ,0,netral,,,,,,,
321,iklan vaksin tv vaksin corona ya,0,netral,,,,,,,
322,vaksin corona sesungguhnya,1,positif,,,,,,,
323,pembuat virus vaksin gilasih kocag corona masuk manga one piece wkwk,-1,negatif,,,,,,,
324, corona by mean plague and other virus deh wujud zaman ramai mati and dsbbkan xde vaksin now we all have this vaccine cegahkan trkena penyakit berbahaya caye conspiracy theory info ye blaja sains elok,-5,negatif,,,,,,,
325,mui menyerukan masyarakat tenang terprovokasi hoaks vaksin corona,1,positif,,,,,,,
326,pemerintah menyebut enam versi vaksin virus corona merah putih proses penelitian menristek bambang brodjonegoro perusahaan swasta memproduksi vaksin ,-1,negatif,,,,,,,
327,pemerintah singapura menunda penggunaan vaksin influenza menghambat pandemi corona penundaan tindakan antisipasi kematian warga korea selatan suntikan vaksin flu,-4,negatif,,,,,,,
328,perusahaan bioteknologi moderna perusahaan kali melaporkan data uji coba tahap akhir vaksin virus corona november dampak pengumuman saham moderna mencapai ,-1,negatif,,,,,,,
329,presiden memerintahkan vaksinasi covid terburu buru mengikuti standar kesehatan lantaran aspek keamanan vaksin perhatian utama masyarakat pakar peneliti,0,netral,,,,,,,
330,tim riset uji klinis kandidat vaksin virus corona sinovac laporan lengkap hasil uji vaksin tahap ketiga biofarma juni,-2,negatif,,,,,,,
331,berdasarkan survei kemenkes who unicef masyarakat divaksinasi covid,0,netral,,,,,,,
332, bpom izin edar vaksin virus corona kandidat vaksin tahap uji klinis,-1,negatif,,,,,,,
333,doi promo produk lokal vaksin palsu corona,-1,negatif,,,,,,,
334, mengajak orang memakai produk vaksin dipalsu mengomong vaksin corona palsu edar ,-1,negatif,,,,,,,
335,boikot vaksin corona,0,netral,,,,,,,
336, uji klinis aman hasilnya bagus izin produksi perjalanannya kelak tidakmungkin terdeteksi prof tjandra yoga merujuk vaksin dengvaxia mencegah demam berdarah dengue dbd filipina,-1,negatif,,,,,,,
337,petualangan mencari vaksin corona,-1,negatif,,,,,,,
338,who butuh solidaritas dunia tangani pandemi bantu negara miskin dapatkan vaksin,0,netral,,,,,,,
339,masuki tahap uji klinis fase bukti vaksin covid aman,1,positif,,,,,,,
340,bang babah rsullullah kabor wajib kwl cari formulavaksin pnykt covid corona awak tau trump all atsn nmebsr luarngare pndaila sysprhbgn mnusia gunela bile je ckpkt trump kali awak plok tau die vaksin ,0,netral,,,,,,,
341, menunggu obat vaksin covid satunya terhindar corona covid pakai masker jaga jarak cuci tangan,0,netral,,,,,,,
342,herd immunity sulit tercapai,1,positif,,,,,,,
343, sih orang orang kayak uji coba vaksin corona ,0,netral,,,,,,,
344, memiliki kemampuan kemandirian vaksin covid perketat prokes liburan lawan corona,0,netral,,,,,,,
345, bebani rakyat mpr subsidi silang harga vaksin corona,1,positif,,,,,,,
346, online kayaknya aktif corona vaksin vaksin merata rakyat memakanwaktu ,-2,negatif,,,,,,,
347,pembuat vaksin corona can relate this,0,netral,,,,,,,
348, tunggu vaksin yuk konsumsi utsukushhii tingkatkan imun tubuh ready box sop utsukushhii subarashi order info dm,0,netral,,,,,,,
349,serius vaksin corona fix kah,-1,negatif,,,,,,,
350,oranggila program mbunuh ulama suntik vaksin corona sel sel saraf otaknya eror,-1,negatif,,,,,,,
351,mantan petinggi who berharap vaksin corona vaksin dbd,0,netral,,,,,,,
352,mantan petinggi who berharap vaksin corona vaksin dbd simak tuntas teman teman ,0,netral,,,,,,,
353, vaksin corona ,0,netral,,,,,,,
354,josua manurung mantan petinggi who berharap vaksin corona vaksin dbd,0,netral,,,,,,,
355,mantan petinggi who berharap vaksin corona vaksin dbd,0,netral,,,,,,,
356,perusahaan bioteknologi moderna melaporkan data hasil uji klinis tahap akhir vaksin covid buatan perusahaan kamis,0,netral,,,,,,,
357,mantan petinggi who berharap vaksin corona vaksin dbd,0,netral,,,,,,,
358,media singapura uji coba vaksin corona berisiko diikuti keluarga ojol dapatkan android,-1,negatif,,,,,,,
359,fadli zon bukti harga vaksin corona eropa rp rp dapatkan android,0,netral,,,,,,,
360,kandidat vaksin virus corona covid uji klinis memasuki fase keamanan dosis manusia efektif,0,netral,,,,,,,
361,mantan petinggi who berharap vaksin corona vaksin dbd,0,netral,,,,,,,
362,bayangkan lo kesempatan pulang setahun lebaran escape sumpek banget kehidupan surabaya gue gara gara corona nyokap parno vaksin hmmmm,-1,negatif,,,,,,,
363,,0,netral,,,,,,,
364,,0,netral,,,,,,,
365,rencana nov des akhir juta orang usia disuntik vaksin sinovac sinopharm cansino,0,netral,,,,,,,
366,gedek banget gua debat corona boongan ujungnya meleber foto pakai masker wuhan konser jualan vaksin,-1,negatif,,,,,,,
367,prof nih jepang vaksin corona rakyatnya gratis tisss beruntungnya rakyat jepang pemerintah mencintai rakyatnya,2,positif,,,,,,,
368, bilang vaksin corona pejabat cinta rakyatnya menjwb pemerintah pilihan digaji pajak rakyat vaksin corona sebisa pemerintah vaksin covid sih,2,positif,,,,,,,
369, orang vaksin covid kebal virus corona,-1,negatif,,,,,,,
370, sembuh ya disana without vaksin kiamat kali gini mulu corona,-1,negatif,,,,,,,
371,january rakyat kena ambil ujian covid bayar ringgit rakyat adakah positif corona berdoa vaksin ,1,positif,,,,,,,
372,februari warga kepri vaksin corona,0,netral,,,,,,,
373,februari warga kepri vaksin corona idnnews,0,netral,,,,,,,
374,semoga vaksin gratis virus corona cepat hilang amin,1,positif,,,,,,,
375, suntik vaksin corona mindless titan,0,netral,,,,,,,
376,saran mengganti nama vaksin merah putih brand name mengkapitalisasi nama bio farma produsen nama merah putih bagus heroik negeri menjual menyasar negara ,2,positif,,,,,,,
377,eh serius gue sms imunisasi corona vaksin nya ya,-1,negatif,,,,,,,
378, memaksakan corona tinggal tunggu vaksin kelar aktivitas kayak sabar tinggal beda ,-1,negatif,,,,,,,
379, nihayatul wafiroh berbagi informasi vaksin merahputih insyaallah semoga kedepan negeri aman virus corona virus berita hoax,-1,negatif,,,,,,,
380, guru bilang vaksin corona mahal ya mahal titik,0,netral,,,,,,,
381,,0,netral,,,,,,,
382,,0,netral,,,,,,,
383,entar purapura miskin kayak antri gas melon bensin premium bio solar bumn erick thohir masyarakat golongan membayar vaksin covid,-1,negatif,,,,,,,
384, ilc berita harga vaksin corona usd sang profesor ngotot percaya lo jepang gratiskan vaksin covid,0,netral,,,,,,,
385,urusan implikasi ekonomi ya bonus tindakan motif dijadikan indikator kelola isu dunia keuntungan finansial virus corona ber,0,netral,,,,,,,
386,cegah pemalsuan vaksin corona bio farma pakai ,-1,negatif,,,,,,,
387, kasih tau lisa amarta,0,netral,,,,,,,
388, balasan kayak nya nih,0,netral,,,,,,,
389, pejabat vaksin hilangoah corona rakyak vaksin,0,netral,,,,,,,
390,semoga vaksin corona cepat ditemuin disebarluaskan miris banget positif corona ditambah susah beraktivitas ,1,positif,,,,,,,
391,vaksin tersedia pandemi corona ,1,positif,,,,,,,
392,ilmuwan as yakini aman tidaknya vaksin corona november,1,positif,,,,,,,
393,korea selatan sumbang us juta vaksin corona,-1,negatif,,,,,,,
394,,0,netral,,,,,,,
395,semenjak wacana masker sni vaksin mahal permainan konglomerat jualan alat kesehatan pcy corona brbahaya pemberitaan mendongkrak penjualan dikala orang ketakutan patuhi protokol takut,-1,negatif,,,,,,,
396,pemerintah jepang mengesahkan amandemen undang undang isinya penduduk negara divaksinasi penyakit virus corona gratis pemerintah jepang berencana mewajibkan program vaksinasi covid,0,netral,,,,,,,
397,delapan dibekap covid virus corona dunia membuka kegiatan langkah lepas dirilisnya vaksin produksi negara lna,-2,negatif,,,,,,,
398,hi sohib pemerintah tlh memiliki kandidat vaksin covid upaya mengatasi wabah virus corona yuk kenali vaksin vaksin ,-1,negatif,,,,,,,
399,bicara vaksin corona erick thohir bayar ,0,netral,,,,,,,
400,erick thohir menggelitik vaksin corona tuh,1,positif,,,,,,,
401,bisnis vaksin corona bancakan ,0,netral,,,,,,,
402,corona menunggu bos bisnis vaksin menular jutaan orang turun ajsi demo masyrakat aparat kedengaran ketularan pembatasan kegiatan alasan corona ya selamatkan bisnis vaksin bos,-1,negatif,,,,,,,
403, malam mimpi wee keren banget coyy science officer starfleet nya kepikiran ngembangin vaksin corona pakai warp drive menyambung,1,positif,,,,,,,
404, kak silakan lihat barangkali cocok vaksin nya gratis ongkos kirim tahap promosi,3,positif,,,,,,,
405,vaksin corona tersedia terimakasih pemerintah,2,positif,,,,,,,
406,takut banget ketiduran menit mimpi vaksin corona disuntik bangun bangun lemes gemeter ,-1,negatif,,,,,,,
407, vaksinasi corona,0,netral,,,,,,,
408,aman efektif tuntas acuan pengadaan vaksin selamatkan bangsa lepas corona virus,0,netral,,,,,,,
409, izin edar bpom klaim kawal ketat distribusi vaksin corona,-1,negatif,,,,,,,
410,bio farma masyarakat tolak vaksin corona,0,netral,,,,,,,
411,bpom keluarkan izin darurat vaksin corona syaratnya,0,netral,,,,,,,
412,luhut dkk berwenang pengadaan vaksin aktivitas dilindungi uu corona digugat perpunya ya jokowi,0,netral,,,,,,,
413,uji coba vaksin corona keluarganya presiden mentri dpr mpr pejabat negara jeltemen,0,netral,,,,,,,
414,anggota komisi ix penanggung vaksin erick terawan luhut tanggung bareng,0,netral,,,,,,,
415,suntik mentri takut corona rakyat takut corona paksa vaksin ,-2,negatif,,,,,,,
416, kehebohan corona ujung nya bisnis jualan vaksin rakyat terlalubesar ambil untung,-1,negatif,,,,,,,
417, tajuk utama kerja vaksin virus corona tubuh vaksin covid brbeda vaksin vaksin bahan produk mnghasilkan sistem imun penyakit,-2,negatif,,,,,,,
418, anthony fauci direktur nih sih national institute of allergy and infectious diseases perjalanan vaksin virus corona ,-1,negatif,,,,,,,
419, kerja vaksin virus corona vaksin lainx vaksin covid mrangsang sistem imunitas mmbuat zat kekebalan tubuh antibodi brtahan zat mlawan antigen patogen virus corona covid masuk tubuh,-2,negatif,,,,,,,
420,kak bahas teori konspirasi bill gates vaksin corona,-1,negatif,,,,,,,
421, membuktikan vaksin corona aman bekhasiat mohon duluh vaksin manjur persetujuan who rakyat vaksin,4,positif,,,,,,,
422, percobaan vaksin corona coba jeki ya,0,netral,,,,,,,
423,pantesan vaksin corona ,0,netral,,,,,,,
424, diperjualbelikan masyarakat rakyat vaksin gratis kualitasterbaik negara vaksin mandiri jokowi harganya terjangkau,1,positif,,,,,,,
425,bayangkan dad pandemi tibatiba isu virus corona dihitung diteliti dibuatin vaksin masuk angin,-3,negatif,,,,,,,
426,coba nalar pemerintah kualitas vaksin corona rakyat dipaksa imunisasi massal prihatin tenaga medis mati masy logika mesti berjalan skandal proyek propaganda siti supari,-4,negatif,,,,,,,
427, orang demo vaksin corona ya,0,netral,,,,,,,
428,hahahaha lepas vaksin corona startup ,-1,negatif,,,,,,,
429,anjir lo tau sih postan kegunaan vaksin corona blablabla akun sebelah gua reply takut zombi akunnya tbtb suspend,-2,negatif,,,,,,,
430, prediksi sih nder tau ujungnya corona gue berharap sih semoga vaksin gratis normal,1,positif,,,,,,,
431, aman tergantung perspective corona tembus ya bunda optionnya hidup berdampingan corona suka ketemu vaksin resiko penulara,1,positif,,,,,,,
432,sasuke vaksin corona soon be discovered,0,netral,,,,,,,
433,ahli vaksin virus corona oxford mendorong kekebalan tubuh lansia,1,positif,,,,,,,
434, istilah kenal sayang istilah tek kenal kebal semoga vaksin datanh membantu masyarakat terbebas corona,2,positif,,,,,,,
435, positif corona tembus ribu tanda melandai otoritas kekuasaan sibuk isu vaksin sisi rakyat jenuh ketidakpastian hmm jaga keluarga ,1,positif,,,,,,,
436,bio farma terima juta dosis vaksin corona sinovac china november,1,positif,,,,,,,
437,mainkan om biar antum and the gank bloonnya linknya,0,netral,,,,,,,
438,anak farmasi sih vaksin corona ,0,netral,,,,,,,
439, sd usd ya harga vaksin sinovac us us airlangga acara sarasehan virtual ekonom,0,netral,,,,,,,
440,andai vaksin corona deh gue langsung kesono gue gaboleh vaksinnya,0,netral,,,,,,,
441,harga vaksin corona sao paulo dolar dolar fadli zon namanya dagang,0,netral,,,,,,,
442,harga vaksin corona sao paulo dolar dolar fadli zon namanya dagang,0,netral,,,,,,,
443, presiden ambil resiko vaksin corona lolos uji klinis sempurna ,1,positif,,,,,,,
444, vaksin semangkin virus corona pungsinya vaksin,-1,negatif,,,,,,,
445, anies angka penularan kematian akibat virus corona semangkin lepas psbb psbb transisi bioskop buka libur orang bebas liburan pakai himbauan takut,-3,negatif,,,,,,,
446,pemerintah jepang selasa kemarin menyetujui ruu membayar biaya administrasi vaksin virus covid masyarakat sejalan janji perdanamenteri yoshihide suga mengamankan vaksin virus corona penduduk jepang paruh ,2,positif,,,,,,,
447,vaksin corona made china made uk made suka lihat produk nya ya,0,netral,,,,,,,
448, airlangga hartarto vaksin virus corona salah upaya mengatasi menyelesaikan krisis kesehatan disebabkan pandemi covid,0,netral,,,,,,,
449,keamanan vaksin corona uji klinik vase,0,netral,,,,,,,
450,vaksin virus corona covid hasil pengembangan lembaga biomolekuler eijkman ditargetkan rampung pertengahan vaksin bernama merah putih dikembangkan eijkman strain virus corona ,-2,negatif,,,,,,,
451,hasil pengembangan lembaga bio molekuler eijkman ditargetkan rampung pertengahan vaksin dikembangkan eijkman strain virus corona ,-1,negatif,,,,,,,
