,tweet,labels
335,preman kampungan monyong putih kok dikasih pangung merusak acara enek lihatnya,3
336,hei kampret goblokidiot bin pekokau baca ininpekok dipiara pet kampretnmasih msu tanya lagi sehak kapan turki dan israel hubungan diplomatik,3
337,sekalian lu jadin gua anak nih biar makin sarap,3
338,encanx nih lu tau orgil yang dirumah gue itu kan gue nyapu tuh pas sampe teras gue lihat dia lagi buka celana megangin titit,3
339,keren juga mas ini selain survei bo juga merangkap kordinator cebong ntl nya dukungan bani cebong nmantraf ax,3
340,temanmakanteman itu ketika ujian dia tahu dan kita memberi tahu pas kita tahu dia pura budek kalau di pangil reuniz,3
341,ya memang lu bodo,3
342,wajarlah cebong tambah gila akibat bela sih kodok buat indonesia hancur lebur,3
343,untuk pemerintah rezim tongkol dan polisi tongkol yang penting ulama dikasuskan ye ken stopkriminalisasiulama,3
344,kalau merasa kitab kalian di nista laporkan apa hubunganya dengan demo waspadai cebong kafir ngakungaku islam,3
346,oh shit gua lu bilang apatis ujungnya nyelesein semua makan tuh bacot lu,3
347,tolol die engak ada sangku pautnya mengapai lu bilang pengecutdasar tolol,3
348,begini mah lsm kampret bukan maju terus bung,3
349,bertahun di katain cebongjokodokpkikafirdongo santai tuhknp musti panik ya sih doi di pangil kampret,3
350,gue malih rupa dulu ah kampret biar di folow ntar di selimutin e jgn di tidurin ya,3
351,ternyata kata antek aseng china hanya berlaku untuk pak jokowinyatanya kalo uno mau impor dari china kampret diam dan heningxa xa,3
352,rezim cebongak mau lihat realita rakyat,3
353,heleh paling komplotan banci lu juga,3
354,lu memang maho kan anjir,3
355,semua daerah bukanya menyuarakan gantipresiden hanya kampung cebong belum,3
356,habib sinting kan anonim usah di dengarkan sakit jiwa dia,3
357,cisol lu kapan modar,3
358,kebanyakan alasansi banci blon itu cuma takut malu,3
359,speaker parlimen hutan rimba speaker dia adalah ungka jadi ahli berhormat ikut kepala monyet parti beruk nyanyuk adalah kera yang tak cukup makan ikut jela nparlimen malaysia umnobn parlimen hutan rimba taman negara,3
360,ayat cboskudengan cmaju lu sini anjingmemang sedap diguna satu terlalu sopan satu terlalu kurang ajar,3
361,donatur adalah bajingan,3
362,huahahaha kafir plonga plongo nih muka banci salon,3
363,ajak semua muslim cari tahu siapa muhamad sebenarnya jangan sampai dia enak cocok penis bangsa ini jadi susah,3
364,siti goblok hidup di indon meminta sedekah lagi mau buat bising di malaysia yang makmur dan kayak raya,3
365,maju lu sini anjing,3
366,lawan bangkai dipiara penguasa gantipresiden,3
367,dongo bong kampret juga kalabong ngapain marah dan siapa juga nyuruh ladeninelu baru netas bong bong,3
368,akutu ndabisa kalo kamutu nst bacot,3
369,lihat orang lagi sulit bisa bisanya enggak mau bantu lihat entar pas lu susah enggak ada yang bantu mampus lu tahi,3
370,usernamename memang goblok kau ini kafir saya bilang masyumi vs pki zaman soekarno soekarno membubarkan masyumi zaman soeharto masyumi di izinkan kembali he anjiang kurok ang lai bisa baco ang jiang,3
371,heh goblok gue salah satu jadi korban penipuan abu tourngw kagak iklas dana gue ditilep hamzah mambandasar malingmau jidat item jengot panjang kalo memang dasar nya bajingan ya akan jadi bajingan loape lo,3
372,pernah dengar dulu sebelum ada rumor itu katanya memang ada yang namanya mathew tapi bukan orang indonesia nah itu dia yang bikin bingung tibatiba muncul nama mathew soeharsono yang sekolah di sini rumahnya disini make foto martin tahi kan,3
373,bisa gembel nya lu jae,3
374,dih mengaku lebih pintar orang politik mengaca dulu woy tampang kxc orang bego ckakakakak,3
375,briziek lu salah tempat lu pada tokai onta bani cabul,3
376,kagak prinsip gue kalo kagak dari mulut dia langsung dia bilang gue suka sama lo nya mau mampus dia jungkir balik bilang gue cantik kayak kangen kayak dia sayang gue kayak bodo amat wkwkwkwkwk mental di gue,3
377,eh bencong usah fitnah fitnah ya,3
378,boleh maf tapi proses hukum tetap harus jalan kunyuk satu ini harus dikasih pelajaran supaya kedepanya dia bix,3
379,woi goblog kalo produk kafir anjing macam lu boleh dipakai muslim mengapai dipromosikan ke negara muslim tolol nih orang kebanyakan nelen sperma cebong lu ya muka tampang copet banyak bacot lu amplas dulu gih muka pakai parutan biar gante,3
380,sih otak tempurung mah usah meladeni smkn lawan semakin blon dan dungu dan kalo gitu dia makan hehe,3
381,berharap rizieq shihab pulang hadapi kasus hukumnya itu ibarat buat orangorangan sawah lalu ditaruh di laut siasia pecundang brengsek itu harusnya dijemput paksa kecuali polisi memang takut pada pengikutnya,3
382,lucu itu di sat lo salah rumah disini bukan rumah penjilat sono jilat junjungan lo dasar cebong ahaha,3
383,boleh maf tapi proses hukum tetap harus jalan kunyuk satu ini harus dikasih pelajaran supaya kedepanya dia bixa,3
384,marbot masjid semester akhir sahur sahur sahur buruan sahurwoy skripsi tuh dilanjutin jangan diliatliatin niat lulus via valen mulu kampret lu pada ah,3
385,alay lu tong kampungan,3
386,sok kenal lu kunyuk,3
387,sebab tahun demi tahun semakin kurang peluang pekerjan untuk rakyat sendiri warga asing semua deh bolot sektor sexa,3
388,mengomong diatur bodo apa pikun kurang literasi nih pak jenderal wong bibib kena kasus menghina pancasila kok katanya paham sekalinmabuk kecubung nih orang,3
389,usernamename cuma katacuma selogankyk teriakan mereka saya pancasila bukti presiden lu dikatai dungu kalian pada diamajaib saran mulut sama kenyatan mohon disingkron kan,3
390,kenapa cebong kelojotan dengan takjil gantipresiden nkalo kalian waras buatlah takjil yang sama bukanya ngamuk ngamuk karuangiliran presiden di hina kalian mingkemn gantipresiden gantipresidenkacung,3
391,namanya kecebong anaknya kodok bapak nya presiden hadekh presiden planga plongo,3
393,otak wc otak babi menerima ahok kafir kamu ahok kafir sekedar menghina angap islam itu sampah,3
394,emosi gua sama loey hyung anjir gua deh mikir keras maksud eventnya apa tepelongo bego malah diakhir dia cuma bilang ini semua cuma mimpi anjir emosi pangeran,3
395,itu pabrik lokasi nya belanda tolol kok piara,3
396,ente suksreb bajingan,3
397,mana nih yang menyerang gue semalem malah ended up ngeblok cupu dia yang mulai dia yang kicep ew,3
398,bangkai gue rajin bayar lu pernah benar tarif naik,3
399,bukanya jokowi pemimpin terburuk itu sih raja utangahli pencitranmaling ndesojago bohongopresifanak pkijongos cina komunis,3
400,ini sukmawati bilang suara adzan merdu kupingnya congean apa budek,3
401,benar juga lu bangkai,3
402,monyet lu songong,3
403,jangan kebnyakan ngopi omapa lagi top cofenanti kayak iwan falsnyg awalnya cerdasberubah jadi cebongxixixix,3
404,sekalian kalo di pasar nemu tukang jualan pisang makin abangnya gara gara dia pendukung lgbt haduhx,3
405,sesama cebong akur,3
406,kekasih dumaynx kalo aku kangen sama kamu gimananx sholatnx terus habis sholatnx menyadarkan dirin kalau aku cuma hayalanmunx aduh kntl,3
407,cebong adek yang cerdas,3
408,hahaha benar lo giliran majikan dia mesum si kunyuk mingkem sok suci pula mengatai memikirkan sex muka lacur lu nyuk,3
409,salah cung gue bukan bani kacung dungu lu itusiapapun memerintah kalo ngawur kebijakanya yg ini bakal gue tentang,3
410,kampret sudah merusak nusantara dari jaman majapahit dan terus berlangsung hinga kini terlebih setelah diwadahi oleh hti cs ide kilafah,3
411,tapi coach lu ribet kang bacot mulu kerjanya,3
412,dunia kan penuh munafiqun sok suci seperti entenkalo semisal itu ahok pasti lo bilang kalau salah kenapa kaburntapi karena itu sih cabul adalah sih jijik ente jilat memek sendiri ente bohongi diri sendiri ente kenapa kabur kalau salahnmemek bosok,3
413,njing bencong banyak gaya pakai block wa,3
414,lu enak makan gaji buta uang raktat bermodal mulut sampah lu ri malu,3
415,setiap bang fh ngetuit cebong ngumpul nspt lampu petromax di kolam,3
416,cebong kampret dan onta juga bersingungan dengan laut,3
417,memang udik bfjgfdg mengerti sama bocah satu itu,3
418,cuma kata bajingan,3
419,hanya bodoh masih percaya bahwa prabowo benar dalang dalang nya disekitar jokowimakanya sat ditanya masalah ham jokowi jawab diproses you know lah pasti bohong lagi jd,3
420,maju lu sini anjing,3
421,kalo mau macet pulng lo ke kampung sono dasar udik masih nyri makan buang tahi lelaguan anakjakartasikasik,3
422,kenapa aku berdepan dengan setan dungu macam kau burit,3
423,lah takut mati ternyatax nkalian lihat ini para terorispemimpin takut matitpi kalian mau disuruh dia matibom bunuh dirikan gobloknal bangsatdi itu juga takut matid,3
424,ada kampreters teriak asu antek asing aseng ya,3
425,kamu titit,3
426,banyak banget lelaki brengsek di dunia ininmudah an kamu termasuk ya,3
427,sedih gue baca komenanya menyalahkan army taunya akun bodong kampret deh,3
428,hoby ngebodohin orgnmencerca ngedunguin orgdan nyebut senak jidat kacung cebong sok care hak asasi manusia itu ibaratnya jijik lihat lain panuan smntra dirinya penuh panu,3
429,gerombolan cebong pada ngumpet kayak di sembur air,3
430,kalo dia butuh nya kayak malaikat nempel kayak ulat jambu sekalinya gue butuh mingat kayak punya dosa brengsek banget kan,3
431,bodo ah malas buat pacaran gue jomblo lu repot,3
432,gua deh kabor nak bagi gua specific task jangan masuk campur bajingan,3
433,sebenarnya bukan lelaki tapi monyet yg ajak lelaki wefie tengok tangan dia,3
434,maju lu sini anjing,3
436,kalau pak jkw diam dan merasa terusik bisa apa bisa jadi peristiwa itu adasalahnya sih kunyuknarseto bawa nama pak jkw kayak dulu jadi ri pelaporan msetelah jadi ri setiap ada pengeluarangaji ditabung pasti kayak lah,3
437,pekok kui abu tours asu tahi tahi kabeh luwes asu cina bajingan tahi asu maling sejati gawe indonesia rusak xbaxefxb,3
438,bolehkah rindu pada yang kau sebut bajingan sekalipun,3
439,aku ini orang yang bisa nyindirnyindir bisanya adalah mengomong langsung tanpa ampun disertai sedikit bumbu kekesalan dan setelah itu maf dan teuteup ngoreksi lagi dia kayak,3
440,kampret kampret braninya cuman dalam ml doang sini lo gue jolok mata lo tahi hahahaha cumabercandagais,3
441,gue ogah berteman lu di rl rp anjing gue bercanda menangis lagi wkwk engak tau lu orangnya bikin gue banyak bacot sih itu wkwk,3
442,dia kalah pasti salah wasit padahal deh pakai isu hoax ulama saracen isu sara isu pki isu antek asing semua deh goreng sampa hangus aja naik elektabilitanya salahnya rakyat goblok wowo atau yg,3
443,iya betul juga ya aku kok merasa bodoh membalas komen mu yang tolol hehehe makanya balik ke bangku sekolah baca banyak data jangan karena rasa bencimu otak mu jadi gagal bekerja,3
444,artis kalo adalnya kampung mau di gmnin udikampungan sgala hp anak gue lah di cemplungin gue beli pakai kringat halal hasil ngangkangin laki,3
445,terkutuk lah kamu menyelewengkan nick quen,3
446,manusia kampret bernama syahroni daud ini akhirnya mengaku salah sudah menuduh ada telur palsu dan meminta maf htpsxa,3
447,stres lu ahoker taikers,3
448,muka lu cabul kalo punya muka sih tapi banci mah beraninya anonim,3
449,maju lu sini anjing kalau ada orang buat tshiaku beli hajsjsjhs,3
450,twet kamu bikin netizen sudzon ke kamu kurangkurangin ngentod,3
451,peluk badan lu belakang selipin tngan kedalem celana dalam lu ngaceng nih yang gesekin jari tengah ke bibir memek lu teken klit lu,3
452,huahahaha dengan tidak langsung mengakui beliau memang pinokio masih mau memilih dia jadi presiden kalau iya berarti anda cebong dungu,3
454,penting gronbrekeng gunting pita manajemen proyek tahap nya lewatin lah keahlian cebong hanya tukang tipu cebong mah goblok ketulungan plonga plongo mengakibatkan optimisme berlebihan gantipresiden plo,3
455,ah punyanya kampret bukan cebong,3
456,hoax bani cebong,3
457,bwahahahahagw demen kalo deh lihat cebong ngamuk khas cebong banget kalah debat ngamuk ngamukcung kacungx gantipresidenkacung,3
458,heh kontol sok pemes lu di rp muka kayak memek tua lu kayak monyet agama lu agama kontol,3
459,btp the best abaikan kaum kampret otak micin,3
460,bikin aku makin kayak minder loh pot pipi tumpah brengsek tirus apa perlu gue sodorin pipi gue sih biar dia tau definisi tembem tuh soalnya di kamus gada gambar mereka ngide pengen dipuji dalam ati,3
461,jujur gue sulit melupakan lo disat gue sibuk melupakan lo lo malah biasa bangkai sih lo,3
462,promosi bani kampret,3
463,bajinganbangsat lo bukan siapasiapa kok sombong banget,3
464,hari hari makan babi berbentuk wang haram muka pun babi perangai lebih babi dari babinpolitikus rongeng babi,3
465,ini asli iq jongkok masak oposisi membangun dimanaxc xb tugas oposisi itu nyinyir pada pemerintah kecuali di negara komunis boleh ada nyinyir,3
466,babi kau ini yhanmungkin lahir dari bani babi kau ini nanjing lah kau ini nkau mengomong mentei selangkangantapi majikan kau bini nye selingkuh tahun nitu cocok mentri selangkangan tahun coy nhrs kau tuduh begitu,3
467,setelah sibuk jilatin bokong jokowi ngabilin ilham seperti subhanalah,3
468,gaya lu kunyuk,3
469,lah kamu umat apa umat iblisintinya adalah ada ribuan orang dirugikan oleh bajingan sialan kok ya masih ada belagitu,3
470,emosi gua sama loey hyung anjir gua deh mikir keras maksud eventnya apa tepelongo bego malah diakhir dia cuma bilang ini semua cuma mimpi anjir emosi pangeran,3
471,hahaha banci kaleng langsung nyungsep kalau ditanya pakai akun palsu kalau banci ya saracen waspadalah waspadalah,3
472,kau cacat dimples itu kecacatan sekian,3
473,percuma balik jakarta bilang juga tidakada yang mengajak main pas di jogja saja banyak yang ajak main pas saya disini mana bacot kamu doang,3
474,jahudi bangkai sama jerman sana tempat ibadah,3
475,bodo jangan ganguin kesayangan gue lu,3
476,dasar ulama cebong,3
477,tapi kau lemak tepu takleh transfer deh sb cacat kekal bye,3
478,suara orang mati masi dipakai buat legitimasi dasar rezim cebong dungu,3
479,bangkai lu yen cabul,3
480,puisi untukmunelu bajinganwajahmu setanmulutmu iblisnmengaku manusianpadahal binatang mesumn seni monyet,3
481,survey dimana hahahaha nrespondenya cebong kodok kamfret ya,3
482,riya banget lu singapore kan kapir jul lah lu mengapai ke singapore minyak babi jul,3
483,mau bukti ke radikal an hti dan fpi apa kurang bukti di setiap orasiorasinya hti dan fpi selalu memfitnah dan caci maki terhadap pemerintahpolri bahkan ulamakyaikyai dasar otak bebek purapura buta dan tuli dengan isi otak junj,3
484,memang bangsat polisi sekarang lengserkan jokowi lagi satu satu nya cara,3
485,woy njing ibumu pelacur ya pantesan kelakuan lu bejad dasar anak haram ckakakakak,3
486,itu dia mata picek matanya cuma lihat sebelah,3
487,gue kira gue doang yang diginin tahunya ada yang juga bangkai memang mereka ini sinyalnya mau ganti telkomsel saya orang miskin,3
488,sih rosa ini kok mukanya tugu peringatan kenapa batu nisan gentle dong apa juga kaum cebong,3
489,wkwkwk admin tolol kuadrat,3
490,mudah untuk melihat seseorang lebih condong ke arah mana di sosial media nyang pertama akunya perempuan pict mencolong di goglenyang kedua gambar anonymous jelas manusia apa kampretnyang ketiga akunya ada embelembel nama pahlawan dan semua itu mereka kaum mca,3
491,kamu salah masa mau belajar hal baru atau mau melihat sesuatu dari kacamata lain melalui tvshow ini salah kamu baik adanya lanjutkan apa kamu lakukan itu positif banget diri kamu mereka mah memang pada dasarnya tolol dan engak mau berkembang jadinya nyinyir,3
492,banci kaleng malu bisa jawab pertanyan kami dari hari lalu nyungsep koe,3
493,penalaran goblok lulusan mana sih mengkoreksi kebijakan pemerintah siapa tahu bisa lebih baik omongan apan ini deh akun baru jadi baru belajar omong akun sontoloyo,3
494,yang menulis macam twet kau ini biasanya kapirun manufikun baubau pki paling mengaku aku pancasila paling mengaku aku indonesiatapi mentalnya mental kachung,3
495,ya kamu kira apa sih ketek onta xcdxc xb xcdx cxcax xcdxc xb,3
496,dasar cebong hihnx bx,3
497,nasib cebong baik saja semua itu mimpi buat otak berak kayak lu,3
498,tak perlu dibajak bacot babi mending kita gelut saja,3
499,ada satnya kau menyesal bangsad nkarna saya sakit ini saya jadi bisa ngapangapain tungu saya sehat ya lihat apa yang bisa saya melakukan bangsad kau,3
500,buat orang yang duduk deret sebelah kiri gue di mungkin planet holywod gatsu nkalian kampungan aslinkomen mulu sepanjang film,3
501,buru hapus polower cebong keburu orang lihatbejad elox,3
502,keciduk juga kunyuknproses hukum ajakagak usah pakai matre,3
